review_id,product_id,user_id,review_title,review_body,review_date,rating,helpful_votes,total_votes
R163420,B000A0VOD2,A2HB0YRVQ7H3UR,Unbelievable Results!,"I purchased Deer Off when I was at the end of my rope. I've always had a small problem with squirrels in my roses, but they only ate the ones that were easy to get to and I was content to let them have them, since there were so many others. Then an adolescent squirrel fell in love with them and braved the thorns to eat EVERY ROSE on my bushes. He'd wait until new roses budded and snatch them before they bloomed, no matter how high they were. He'd pull stalks over to get them and was wrecking my bushes. As an animal lover, I knew that I had to find an alternative I could live with.<br /><br />Deer Off is amazing. I sprayed it ONCE (about 6 weeks ago) and the squirrels now give my plants wide berth. The smell must be offensive to them, but the scent is mild to my human nose and faded to nothing about a minute after spraying. I HIGHLY recommend it. I didn't expect it to work this well!",2022-07-23,*****,14,14
R531462,B000H26JEW,ADKTO8NC6AY2S,"This Product Includes Salt, Black Pepper, and Monosodium Glutamate (MSG)","No wonder they don't include the ingredients in the ad.  MSG has been shown to cause health problems and is entirely unnecessary from a health and taste standpoint.  I never would have bought this product if I had known.  Foolishly I ate some and had heartburn.  I immediately tossed it, feeling really ripped off for my money.  Come now, Amazon -- shouldn't you make it mandatory to include a full rundown on ingredients on products such as this?  Think about it.",23 Jul 2022,*,5,15
R106244,B000Z937ZG,A20QETTR8VAVW1,"A Tasty Tea, and More","My first-time pregnant wife saw this tea and thought that it couldn't hurt, even if she doubted the efficacy of its claims. She offered me a sip of the tea, and I must say that I liked the combination of mint, fruit, lemon, and spicy flavors. I bought some more tea, and together my wife and I would each enjoy a cup in the evening while sitting out on our back porch and watching the sun set.<br /><br />About a month after drinking this delicious tea, I woke up one morning feeling very queasy. When I told my wife why I looked green in the face, she smiled at me with great compassion and love. ""You're having sympathy symptoms."" I looked at her blankly. She continued, ""It's called Couvade syndrome, from the French `couver', meaning `to hatch'. It's when men feel and experience the physical symptoms associated with pregnancy."" ""Oh,"" I said, ""I wonder how far it goes."" My wife looked at me with loving eyes, laughed, and gave me a hug. ""I love you,"" she said.<br /><br />A few weeks later I found out just how far Couvade syndrome can go when I gained twenty pounds; began suffering backaches, stomachaches, cramping, and mild incontinence; and started craving some foods while finding others nauseating. My wife found my symptoms amusing and endearing, and in that spirit I took a home-pregnancy test, for fun. When the results came back positive, I became concerned. My wife thought I was playing a joke on her, but when then next two tests also came out positive, she also became worried. On our next visit to her OB/GYN, we asked her doctor about my positive results. She looked at me with some concern and told us that elevated human chorionic gonadotropin (hCG--the hormone tested for in at-home pregnancy tests) levels in men are sometimes indicative of testicular cancer. I think I fainted, because I next remember waking up on an exam bed. The doctor recommended an oncologist to me and I set up an appointment right away.<br /><br />The oncologist explained how hCG may be produced by germ cell tumors and had some of my blood drawn for tests. That night was the most terrifying of my life as I waited for the lab results. When I saw the doctor the next day, she gave me the happiest news of my life: besides the hCG, all the other tests were negative for the most common testicular cancers. She still wanted a biopsy to be safe, and I consented, even though the idea of extracting it was not pleasing, to say the least. The biopsy results also came back clean, but the oncologist recommended that I come back in a month to monitor any changes. In the meantime, my wife and I went back to her OB/GYN for an ultrasound, and just for fun, I asked if I could have one too. The doctor humored me and scanned my lower abdomen. When she saw the screen, however, she nearly dropped the probe. ""What is it?"" I asked. ""It looks like you have a uterus,"" she said, ""with a fetus inside of it."" I think I fainted. When I woke up, my wife and her doctor were both looking down at me with concern. ""Is he always like this?"" the doctor asked. ""Yes,"" answered my wife, ""but it's been especially bad since the pregnancy."" ""Whose?"" the doctor asked. Everybody laughed. I asked her how this could have happened, and she mentioned intersexualism and chimerism, but I assured her that I was as male as male can be. Nonetheless, she suggested genetic testing.<br /><br />I began to think very hard about when my pregnancy symptoms began, and I realized they all started with the tea. I immediately stopped drinking it, and I began to notice my symptoms slowly disappearing. I had the genetic testing done and all my cells were typically XY male, with no abnormalities. The second ultrasound showed only the appropriate abdominal organs for a male, with no trace of a uterus or fetus. In fact, the only evidence that I had ever been pregnant is a grainy photo from the first ultrasound. The medical community has dismissed my case as mass hysteria, or ""folie &agrave; deux"". They may be at a loss to explain what happened, but I know the truth.",23-07-2022,*****,2,21
R360782,B00020HHHC,A1ODU9IV6O87IB,"Don't pay for ""expedited"" delivery","I paid over $13.00 for ""expedited"" delivery and the product still took FIVE days to arrive. Would not buy from them again.",23-07-2022,**,4,22
R255686,B000ORXYYS,ADYZ6OBRNIJ2F,Made in China!,"The country of origin of all products (but especially food products) should be clearly listed!  Because the information was nowhere to be found in the amazon description, I emailed the company to find out where their products are manufactured, and I received this reply from Xlear:  ""The xylitol in our products is derived from Non-GMO corn that is grown and manufactured in China.""  I am going to buy the Health Garden Kosher Xylitol, which is made is the US and is derived from birch instead of corn.<br /><br />Please be careful what you eat -- many products from China are unsafe.  You can check the FDA website for details.",2022/07/23,**,33,34
R430545,B0070SGNS8,A1MMTCL1JTBR6K,this stuff is IT,"It makes hospital food taste good! Good on meat, eggs, vegetables, phone books, this is a medium sauce with a lot of flavor to it. Also good on peanut butter sandwiches.",2022/07/23,*****,29,30
R365258,B001SITWC0,AY3IAMPH9O3XE,Great snack....even during battle!!,"I'm a former Marine, got out after 8 years, did two tours in Iraq and one in Afghanistan. I was first introduced to beef jerky during MCT (Marine Combat Training)...which is where you learn warfighting techniques. For those LONG, sweaty, depressingly hot days in NC...this was an excellent snack. Beef Jerky is nutritious, low in fat content and tastes great! It also is a great chewy snack for those 'hurry-up-and-wait' days. Perhaps the biggest benefit for me was the salt....if you're out in the sun all day, you lose a lot of sweat....the Marine Corps motto should be 'drink water'...but as for electrolytes/ salt....this snack does an excellent job. I love the peppered taste...probably because I'm Jamaican. The 1.5-ounce snack size fits perfectly in your pocket and works out to be about half the price you'd pay at the gas station (thanks Amazon). I have a couple of buddies over in Afghanistan and I sent each two packs....for them and to pass around to their troops...they love it.<br />For a healthy snack (especially if you're very active and sweat a lot)this is a great product.<br />If there was one complaint....I wish the desiccant that is inside every bag was somehow shaped differently.....if you grab a handful in the bottom...you'll never know that you grabbed the desiccant too....luckily I've been able to catch it!",23 Jul 2022,*****,51,59
R537728,B000FA3THG,A2KOG1URDDJ1XR,Terrible Flour,"Don't buy this to make bread it makes a terrible loaf of bread. The seller isn't nice either, stay away.",2022-07-24,*,1,14
R328273,B001E5E10K,A3LS3CMFXQ8V5H,Too Mild !,"If you want spreadable honey, this is it!  Very mild and spreadable on toast and breads.  This is actually too mild for our family; we prefer a much stronger, intense and flowery smell.  Since this is a matter of personal taste, I can only give this a 3 star.  For side by side comparison with comparable priced products, I'd much prefer certified organic raw honey from YS Organic Bee Farms or Wholesome Sweeteners.  If you add this honey in tea or water, it doesn't have that distinctive honey smell, just sugary water.",07-24-2022,***,39,42
R260711,B0099HD3YA,A51RB1JFY4JN6,cheaper at nespresso.com,I stopped bying the Nespresso capsules here- it is a lot cheaper and faster on nespresso.com!<br />The coffee is the best- don't like to drink any other coffee anymore!,07-24-2022,*,22,22
R505827,B001D0GV4K,A3T71OQ9DK76WG,Espresso,"I bought a Keurig coffee maker for Christmas this year. We all enjoy different coffees in our household and making a pot of any type coffee is a waste. My husband is an espresso drinker, so I purchased Timothy's World Extra Bold Rainforest Espresso coffee to be made with the small setting on the coffee maker which uses 5.25 oz water. This makes it stronger, and he really has enjoyed this coffee. I really recommend this to anyone who enjoys a bold espresso coffee. He was born and raised in Italy and has purchased his coffee grounds from Italy for years to make an authentic cup of espresso. He is fussy about his espresso, so if he likes this one, it must be good.",24-07-2022,*****,29,29
R479541,B00514EUT2,A3LYBBH9VGGX1Y,"Great product, horrible price!","After five months of exclusively nursing, this was the first food that I bought for my baby. I usually trust Amazon to offer a good price, and I hadn't done any comparison shopping for this rice cereal. Bad idea!  I paid more than $12 here for my first box, and just today purchased a box at the grocery store for $3.19 -- and that was NOT on sale, just regular price. I think the seller is taking advantage of the fact that many moms will be buying this as their first food for baby, and aren't aware of how these things are priced. It's a disgrace--buy this product, but buy it elsewhere!",24-07-2022,*,9,13
R300473,B000H27NU6,A3ENT44HBOUICX,Delicious hot cocoa for a cold day!,"I listened to the reviews and bought a pack of these, which is not a bad price for 4 tin cans! The taste is much better than those nestle cocoa packets and it contains NO partially hydrogenated oils which is bad for ur body.<br /><br />I use 2-3 tbsp per 8 oz milk rather than 4 tbsp like the instruction say because 4 tbsp makes it way too sweet for me.",07-24-2022,*****,15,18
R4254,B004391DK0,A2MHH4FWA6B6FV,One of the Greatest Gluten Free Products I've Found,"This is one of the most versatile mixes I've found, and most recipes come out tasting very much like the Full of Gluten Blends. I, like many, am struggling with celiac's disease, and I've only just found out I have it, so I'm not quite sure what to buy, what's healthy, and what doesn't taste like cardboard.<br /><br />Gluten Free is a way of life you have to adjust to in almost every way, from giving up many favorites, to training your pallet to love these new found grains.<br /><br />Bisquick is Rice based, and is very much like it's original version, however be aware that the pancakes will be a little less fluffy and that you should follow the recipe to the T when it comes to these. Betty Crocker has a Recipe website they've published for you using this product that has quite a few tasty treats you'll love. When it calls for Vegetable Shortening, be sure to use it, for example, biscuits made without shortening, and only butter will be very dry and not very satisfying, even difficult to swallow. Use recipes that include shortening, and will result in moist, fluffy foods and breads will help you end up with an enjoyable addition to your meal.<br /><br />Fun and Tasty Gluten Free Recipes for this mix can be found on the Betty Crocker website, they won't allow me to post the link here, sorry.<br /><br />UPDATE: ** Fun Tip about this and other Gluten Free Mixes, My mom Figured out that when you're mixing together your ingredients and you're using one that calls for milk, that if you mix together ONLY the BASE MIX and the MILK and let it set for about 15 minutes before continuing with your recipe and adding other ingredients, the end result is much fluffier and tastier **  This would be much like making tapioca pudding, you have to let the milk and tapioca soak to 'activate the tapioca' before moving on, so I think that type of reaction is what's happening here with the Bisquick Mix. YAY for Mom!<br /><br />Hope that helps you with your purchasing decision.<br />Thanks for reading!",07-24-2022,*****,51,51
R498630,B000HDK0DC,AR00NS8HUD13Y,Over-enthusastic Reviews Strike Again,"If there is a great sale on an Amazon product and I have amazon gift certificates, invariably I will make a purchase if the reviews are up in the sky.  And just as often, when the product arrives, it does so fresh from it's crash back to earth.<br /><br />And so it goes with Yummy Earth's Organic Lollipops.  I am now the owner of 700 of them, and while they aren't disgusting, they definitely aren't deserving of the praise received.  Most reviewers have given them 5 stars, a constellation I now refer to as ""Ignoria-Major.""<br /><br />The flavors are OK, ranging from the avoidable Grape and Strawberry, to the sparse but good Sour Apple and Blueberry.  And despite the photographs, these lollipops are relatively small; more like small pieces of hard candy thrown on a stick for lollipops sake.<br /><br />For the reviewer who claimed they lacked sugar, the primary ingredient is Evaporated Cane Juice.  That's sugar, just not refined in the way sugar usually is.<br /><br />So my suggestion is simple, and one I address more to myself than perhaps you:  Don't be afraid of missing out on the sale, because it might actually be a good thing.  Find the item at a local store, buy a small amount, and go from there.",2022-07-24,***,83,107
R297185,B0082PHH56,A2945Q3Y4SVO8N,The best substitute coffee I have tried.,"I have never really thought much of substitute coffee.  Actually I am pretty picky even with real coffee, unless it's really good fresh roasted organic espresso.  But the Ayurvedic Roast is something else.  It has a rich round flavor that is significantly better than anything else i have tried.<br /><br />Thanks for creating such a great product",2022-07-24,*****,15,15
R79513,B003TNANSO,A2W3L3BKR0XJ8F,Warning CONTAINS SOY,"This contains Soy, I wish It was mentioned in the details. Soy has many negative side effects, and its linked to a similiar to estrogen hormones which isnt good for men.<br /><br />~PROS~<br /> -Tastes Great<br /> -10g Protein<br /> -All natural<br /> -Gluten/Wheat Free<br /> -Low Glycemic Index(45)<br /> -3g FIBER<br /> -Non GMO, No transfats<br /> -Dairy/Cholesterol free<br /><br />~Cons~<br />Contains Soy Crisp (Soy protein isolate, Tapicoa Starch)<br />And Soy lecithin.<br /><br />Soy protein isolate is horrible Do a google search",25 Jul 2022,*,6,13
R55920,B003EX2ECM,AFKP2U4TJJE0R,dont buy noooooooooooooo bad for health never buy any meat glue ever,meat glue is used daily in meat and is very danderous and can kill most meat producing companies will mislead you by putting in meat glue and making meat look deliscious but its a killer,2022/07/25,*,15,108
R463746,B000X9TRH0,A22J30SO3TI8R4,Makes a Good Gift,"This is definitely a quick, easy birthday gift to send someone who you may be unsure what exactly to get them.  I sent this as a gift to my mother to supplement something else, and she really enjoyed it.  I think it's a pretty generic gift as it's just basically a variety of snacks and candy, but it's a great way to show someone you're thinking about them on their birthday.  It's a little hard to tell from the product photo, but it's in a cake-shaped gift bag, which I was a little disappointed in, because I must have thought it would be in something more substantial than a paper gift bag, but all in all, I was happy with the product.",25-07-2022,****,22,24
R309079,B000F7IKXC,A1PR7UDVQ8QSFF,"5 stars for chocolate, -1 for service","I've had the privileges of traveling the world, living in Europe for three years, and being able to sample most any food I've had the desire to taste.  Chocolate has always been one of my favorite foods.<br /><br />That being said, this is simply the best chocolate I've ever had the privilege to sample.  Dozens of subtle flavors dance across the tongue as each type of taste bud brings slight variations in this creamy smooth bittersweet confection.  Best experienced by sharing with a friend, although I'm sure other pairings would work well too.  Easily 5 stars for the chocolate, and the packaging is quite attractive.<br /><br />However, there is more to the experience than simply the product.  In this case, the single 50 gram bar of chocolate costs $12, but the price must include shipping (obviously) which bumps the price to a whopping $22.  No significant options are given for shipping, and ""expedited"" means that it will take two weeks for the item to arrive.  On the plus side, the chocolate did arrive with a small ice pack, but given that the current ambient temperatures were all well below freezing this seemed rather unnecessary.  The item would have been received much faster, cheaper, and probably as in good of condition if it had been mailed via standard US postage.  So, I deducted one star for service.  I might have thought otherwise had I ordered the item in July; however in that case the single ice pack would not have been enough to survive a two week shipping time.<br /><br />So, overall I highly recommend this chocolate.  Given the cost of shipping, I recommend ordering a quantity sufficient to cover the costs. It only makes sense to order many, as once your friends and family discover you have this wonderful chocolate you'll need enough to share!",2022-07-25,****,12,12
R207682,B00012182G,A36U5WGMK1IMB6,What a great idea. Dead rabbits for sale on the net!!!!!!!,"Nothing says ""Eat Me"" like a photo of a skinned rabbit carcass! Honestly, the photo just makes you hungry, doesn't it? It remained me of all of those times in biology class when I was so tempted to try a bite of the putrid fetal pig I was dissecting. Man, that takes me back!",07-25-2022,****,29,50
R293905,B00020HHM2,A1CYNZMKTXO222,Do not order this product....,"It has been over three weeks and I still have not received this product.  And, they have charged me for it already...",2022-07-25,*,0,12
R322030,B0012V1G0Y,A378I9YIPLBM1G,Wonderful product,"I have 2 black lab mix dogs (littermates).  They are now 2 years old.  They didn't tell me when I got them that part of the mix was beaver.  These dogs can chew anything.  If it squeaks, it takes on average 10 seconds from being new to being destroyed.  Don't even get me started on toys that have stuffing.  Within the last two weeks, I've started allowing them to be uncrated in my house without me there.  Previously, they were completely untrustworthy, but I feel really guilty crating them while I'm at work.  And I thought they were acting more grown up.  Not chewing my stuff, just theirs.  So, I came home one day to find a highlighter destroyed (on carpeting, of course).  The next day the victim was one of their dog beds that they'd always left alone.  So, out of desperation I tried this product (and paid way more than the price at Amazon at a local pet store).  These things are AWESOME.  They keep their attention for hours and a treat lasts for about 2 days.  My one dog loves hers so much that she's like obsessed with it.  And the material it's made of seems to be unchewable to them (which I initially worried about, having not found anything in nature or manmade that they couldn't destroy).  I love these things.",2022/07/25,*****,92,93
R163299,B000CQID1A,A2HVVSS1M8R31N,slim jims no good!,"I agree with the person who said it's hard to chew and here is why.<br /><br />Disect your slim jim length ways...there, do you see the hair?<br /><br />It is (allegedly) all made of cow hair...gross! That is the beef part I guess.<br /><br />Trans-fat (partially hydrogenated veg oil) and some really long word chemicals to make ""mechanically separated"" beef and chicken what looks like hair taste ""good""? no thanks, glad I did not buy 100!<br /><br />My dog really likes it but then again she eats other dog's p..p<br /><br />EEWWW!!!",07-25-2022,*,9,44
R120018,B001E5E3D0,AOP37U60U9JKU,Contains gluten.  AVOID if you are a celiac,"This cereal is made in the same facility as wheat containing raisin bran. The amount of gluten in it appears to be low, but it was enough to cause a family member to miss 40 hours of work over a several week period!<br />What really makes me angry about this cereal is that the info on the box makes it seem that Erewhon is a small family owned company dedicated to healthy products.  It may have been at one time, but Erewhon is now owned by U S Mills and they are NOT dedicated to your health. It took weeks to figure out what was making our family sick, because I trusted the brand...BIG MISTAKE. If you want to be strictly gluten free, DON'T EAT THIS CEREAL!",2022/07/25,*,29,36
R493603,B002KLLHF4,A380AHLYT7OHFH,inkatea,this is kompleete lie they taking about koka tea but sell somthing else what never excisted the inkatea stuff is chemikal treated plant material a new product never consumed by anybody 1000 of years,2022/07/25,*****,2,12
R549589,B000LKTVCC,A3ARC3UIY3Z1KQ,KETTLE CHIPS -- DISAPPOINTINF,I ORDERED KETTLE CHIPS IN THE FOLLOWING FLAVVORS<br />SALT & FRESH GROUND PEPPER<br />TUSCAN 3 CHEESE<br />N.Y. CHEDDAR AND HERS<br /><br />THEY ALL TASTED THE SAME TO ME.  IF THERE IS A VARIETY PACK SUGGEST U ORDER BEFORE ORDERING LARGE SIZE.<br /><br />I WISH I COULD RETURN THE UNOPENED BAGS.,2022/07/25,*,1,12
R122070,B005LNA5VK,A1OZ1BJETW6O4Z,Don't Do It!,"This item, requiring refrigeration, shipped from Kentucky.  The weather was very warm. It was transferred from USPS to FedEx for transport, then back to USPS for delivery. It was in transit over a week before delivery was attempted in Minneapolis, MN.  After I refused delivery, tracking history showed USPS giving it a tour of the Midwest for the best part of another week.  It finally ended up being put back in Amazon's stock, according to an e-mail I received from Amazon.  I hope that report was inaccurate, because I'm sure the stuff was rancid by then.  <a href=""http://www.amazon.com/gp/product/B000GAO91K"">Nutiva Organic Hempseed Oil, 24-Ounce Bottle</a>",25 Jul 2022,*,13,24
R219928,B000FDP5XE,A3G0ED9F9JV8LJ,My Dirty Little Secret,"I'm a cook's cook, typically loving the process of making meals from scratch.  However, there are those inconvenient moments in my life or even times when I don't feel like cooking!  Then, I pull out what I call my ""dirty little secret."" :)  I LOVE this soup-- I amp it up with a healthy dose of EVOO and a generous amount of fresh grated parm reg.  I top the whole deal off w/homemade sourdough croutons, roasted w/EVOO and parm.  The whole deal takes 15 minutes and you have an amazingly tasty meal.  Highly recommended!  (I get ticked when I can't find it at the grocery store, which has been a lot lately. So, I just go ahead and order my sixer here)",07-26-2022,*****,15,15
R460338,B00507A02Q,A3Q2TRYNMSXHV5,Throwing up,"This is DISGUSTING! I wish i could get my money back. Wouldn't serve this to my dog.Taste like old medicine, and left me feeling ill. BEWARE!",07-26-2022,*,21,23
R19840,B00390T5JA,A3LWSVRLOINT1M,Keurig Brewer,"Like this product, but, wish the brewer made the larger cup size as the higher priced one.  It is a good brewer though.  Have had it for about a month or so.  If you want the largest mug size, I advise to pay the extra money.  I only use for a late<br />evening cup.  I use my regular coffee maker for mornings.  The K-Cups are pricy.  You need to shop around for best price or use refillable Solofill.  See my review on that.",26-07-2022,****,15,15
R377887,B002GJ9JY6,A1Y82GMMVWQHIZ,Really Good,"This product is very good. I follow the directions exactly and mix it with water.. I havent tried mixing it w/ jelly or honey or anything else, as some others have suggested; the whole reason I bought this was because I wanted a lower calorie, lower fat alternative to regular peanut butter, so for me, mixing it with 150 calories worth of jelly doesnt make any sense.<br /><br />In any case, this is definitely NOT exactly like regular peanut butter.. the consistency is a little different, but I suppose you could adjust that to your own liking by adding more or less water. Also, you can definitely tell that this is a lower fat product than regular peanut butter; I mean, when you take a tablespoon of regular peanut butter, you can instantly taste and sense the richness due to the fat content, and when you eat PB2, you definitely notice the difference. Thats not necessarily a bad thing, just different. Its almost the same as if you are used to eating super premium, high fat ice cream, and then one day you switch to low fat; the low fat may still taste very good, but because you are so used to eating the high fat stuff, you will instantly notice a difference-- however, once you get used to it, it wont bother you.<br /><br />I would say PB2 is the same... its definitely NOT the exact same taste / texture as regular peanut butter, but its still very good. it has a very fresh, ""clean"" taste. in my opinion, its DEFINITELY worth the compromise, considering the huge amount of fat and calories in regular peanut butter, and how much healthier PB2 is in comparison . I have cravings for peanut butter just about every day, but up to now, I have only allowed myself to eat regular peanut butter about once a week, due to the fat and calorie content...  but now, since finding PB2, I allow myself to have it whenever I want it.<br /><br />By the way.. I tried the PB2 Chocolate version-- I ordered a sample from their website-- it was OK.. not fabulous, not bad. to me, if I am going to really ""go for it"" and eat chocolate peanut butter anything, its not going to be a low fat version, because its just not worth it. in other words, if I had a craving for a Reeses peanut butter cup, chocolate PB2 would not satisfy that craving. On the other hand, when I have craving for regular peanut butter-- in a sandwich or right off of a spoon, regular PB2 will satisfy that craving without wrecking my diet. Bottom line: if you arent sure whether or not you will like this product, go to the Bell Plantation website and spend the four bucks and order a sample, and give it a try, then you will know for sure before you commit to buying 4 jars plus shipping. ( and folks, the shipping costs almost as much as the 4 jars, so make sure you like this before you order it! )<br /><br />My final verdict is I am pretty sure I will be replacing regular peanut butter with PB2 for as long as they keep making it, and will probably order it by the case in the future to save on shipping.",26 Jul 2022,*****,24,25
R561983,B005XB67F8,A2ZNLRFD4PEH1N,"Best K-Cup,hands down...","I have tried all the Coffee People flavors (Jet Fuel, Tiger, Wake up Call,) as well as most of the Green Mountain flavors. I have found that the Sumatra by SB is the best tasting one of them all. It makes me happy to get out of bed and have my Sumatra coffee. When you brew this coffee, it has a ""head"" on it when it comes out of the Keurig spout, it is just like the smell at the SB store, and also has that very fresh taste. I have found that most of the KCups are either crazy weak, or just too acidic for my taste...I swear, thank goodness SB finally got in the KCup game. No, I do not work for SB.",26 Jul 2022,*****,10,15
R163738,B0001CXUHC,A3LTETR499IYPO,powered eggs,"Item came before expected ship date. I made scramble eggs with it, on the first chew my brain was like what in the world is that but on the third chew my brain was like oh I see where there going with this, I taste the eggs. I do not recommend eating these as you would fresh eggs but I have baked with it and it produced excellent brownies. In the future, I will only bake with these eggs. I only give the product four starts because it didn't came in a reseal-able bag ( I wish it came in a container) and it wasn't very tasty cooked by its self. Over all, I am very satisfied with the product and I will use it strictly for baking.",26 Jul 2022,****,27,27
R524647,B0000SWYS8,AE6F322TQG3PF,psychocandy?,"Low-carb jellybeans?!<br /><br />I'd rise from the dead, too, if<br /><br />I were you-know-who.",07-26-2022,*****,2,15
R489969,B006N3HZD8,A1TD07CSRR8DN,"A perfect ""Anytime"" coffee that is sure to please.","I have tried many, many brands and blends in my Keurig coffee maker and this is definetely one of my favorites.  The type of coffe I drink depends on my mood.  Sometimes I want a strong, bold cup like, Newman's Own Extra-bold Special Blend K-cups, 80 Pk for Keurig Brewers and sometimes I want something more mild like, <a href=""http://www.amazon.com/gp/product/B000NP30XQ"">Green Mountain K-Cup Single-Serving Coffee 108-ct.- Nantucket Blend</a>  But ever since I have had my Keurig I have been looking for one of my favorite coffees.  The Dunkin Donut brand.<br /><br />This coffee is superb and very much like the Dunkin Donut brand.  Not bold or bitter.  Not weak or under flavored.  It is smooth and very flavorful.  It is the perfect crowd pleasing blend for any time of day or night.<br /><br />I have shopped all over and you can't beat the variety or the price here on Amazon when you join their club.  A great value.<br /><br />I do wish that Amazon would change the name by removing ""Extra Bold"".  It is not.  It is, at most, a medium roast.  Even when brewed with the smallest setting of the Keurig I would not concider it bold.  It comes out great on the medium size setting.  Very remanicent of that great cup of Joe you would get in the old days at your favorite diner.",2022/07/27,*****,31,32
R564874,B002EDIJL8,A191T1D7JURDMI,SO happy they are back,"I found these at our local base commissary and literally squealed with delight when I saw them!  I loved these things when I was a kid (I am 30).  I was so disappointed when the company closed down.  I was worried when I opened the package that they would just not taste the same but fear not, they are just as I remember.  The cookies look the same, feel the same, taste the same!  I am so happy they are back and my children enjoy them just as much as I did when I was their age.",27 Jul 2022,*****,15,15
R486106,B00008CQVA,AGDS7B4DRSSMF,Very disappointed,"I recently purchased 5 cases of Wellness cat food and the cans arrived at my home in their securely wrapped cases all dented up.  One of my cats is turning her nose up at this food - she pigged-out on this food when I brought it home from the local pet food store.  These cans, if they were sitting on a store shelf, would not be purchased and I feel that National Pet Pharmacy is taking advantage of online orders to get rid of canned food that would otherwise not sell.",27-07-2022,*,11,14
R386804,B000PGQQFC,A37BVH6YD86RV4,"Good tea, but better in the satchel","I first had this tea in the satchel.  It is fantastic that way.  When I finished my firs tin I saw that it came in bags and a box as an option as well.  I ordered the fifty pack.  The bags are good and very convenient when I travel, but no match for the satchels in flavor.  If you like a touch of cinnamon, the bags are fine.  If you want a more robust taste, I recommend the satchel.",27-07-2022,****,13,13
R390716,B00139ZPKM,A1DS9J0JX4S42I,Horrible,I had to pick up a grocery store brand after running out of our regular Innova dog food. I fed this to my 160lb dog for a week and could not believe the amount of waste this brand produced! He was going up to 10 times a day! Unbelievable! This just goes to show how much filler is in this food. Would never recommend.,27-07-2022,*,8,17
R287789,B001HKFC28,A3EEDHNHI4WNSH,Yummy,"If you've never tried Kona coffee, Aloha Island is definitely the one to start with.  <p>Kona coffee is grown in the Kona district of the Big Island and regarded by some to be the best coffee in the world.  I'm not a coffee aficionado by any means, but you can taste the difference with Kona coffee - it's full and rich and almost mocha-ish.  I always reserve Kona for lazy weekend brunches or to serve with dessert after a lovely dinner.  <p>Aloha Island operates the only quality management program in Kona, so their coffees are certified as 100% Kona.  Which just means that you're guaranteed to get quality Kona coffee if you order from them. <p>Keep in mind that Aloha Island has three grades of Kona coffee that they sell - gold, platinum, and diamond (which is supposed to be their private reserve).  Obviously, it gets more expensive as you go up the ladder.  The gold is very good and a great place to start sampling their fare.",07-27-2022,*****,23,23
R314178,B002EDIJX6,A191T1D7JURDMI,SO happy they are back,"I found these at our local base commissary and literally squealed with delight when I saw them!  I loved these things when I was a kid (I am 30).  I was so disappointed when the company closed down.  I was worried when I opened the package that they would just not taste the same but fear not, they are just as I remember.  The cookies look the same, feel the same, taste the same!  I am so happy they are back and my children enjoy them just as much as I did when I was their age.",2022/07/27,*****,15,15
